career_id,career_name,description,required_skills,education_required,average_salary,job_growth_rate,domain,job_role,challenges
532,I.A.S. Officer,Administrative head of government departments/districts. Responsible for policy implementation and law and order.,"Administration, Policy Making, Leadership, Decision Making, Diplomacy, Public Speaking","Bachelor's Degree (Any), UPSC Civil Services Exam (CSE)",0.00,0.00,Government & Public Service,,
533,Graphic Designer,"Create visual concepts to communicate ideas that inspire, inform, or captivate consumers.","Graphic Design, Photoshop, Illustrator, InDesign, Creativity, Typography, Branding","B.Des / Diploma in Graphic Design, Portfolio",0.00,0.00,Creative,,
534,Mechanical Engineer,"Design, develop, and test mechanical devices and sensors.","Mechanical Design, CAD, SolidWorks, Thermodynamics, Fluid Mechanics, Manufacturing","B.Tech/B.E. (Mechanical), GATE",0.00,0.00,Engineering,,
535,Psychologist,"Studies cognitive, emotional, and social processes and behavior by observing, interpreting, and recording how people relate to one another and their environments.","Counseling, Empathy, Active Listening, Psychology, Mental Health Assessment, Research","B.A/B.Sc Psychology, M.A/M.Sc Psychology, M.Phil (Clinical)",0.00,0.00,Medical & Healthcare,,
536,Investment Banker,"Helps companies issue stock or bonds, helps investors purchase securities, and manages financial assets.","Financial Modeling, Valuation, Mergers & Acquisitions, Excel, Analytical Skills, Negotiation","MBA (Finance), CFA, CA",0.00,0.00,Commerce & Finance,,
537,Journalist / News Anchor,"Researches, writes, writes, and presents news stories. Interviews sources and reports on current events.","Writing, Communication, Research, Public Speaking, News Judgment, Ethics, Video Editing",B.A (Journalism & Mass Comm),0.00,0.00,Media & Journalism,,
538,Hotel Manager,"Oversees the daily operations of a hotel, including staff management, guest satisfaction, and financial performance.","Hospitality Management, Communication, Leadership, Customer Service, Operations, Budgeting","BHM (Bachelor of Hotel Management), MBA",0.00,0.00,Hospitality & Tourism,,
539,Indian Army Officer (NDA),"Commands troops, ensures national security, and leads operations in combat and peace.","Leadership, Physical Fitness, Combat Tactics, Discipline, Strategic Planning, Weapons Training","10+2 (PCM for Air Force/Navy), NDA Exam, SSB Interview",0.00,0.00,Defense & Paramilitary,,
540,Professor / Lecturer,"Teaches students in colleges/universities, conducts research, and publishes scholarly papers.","Teaching, Research, Subject Matter Expertise, Communication, Mentoring, Academic Writing","Master's Degree + NET/SET, PhD (preferred)",0.00,0.00,Education & Teaching,,
541,Fashion Designer,Designs clothing and accessories. Create original garments or design garments that follow established fashion trends.,"Creativity, Sketching, Textile Knowledge, Sewing, Trend Analysis, CAD for Fashion","B.Des (Fashion), NIFT Entrance",0.00,0.00,Design & Creative,,
542,Agricultural Scientist,"Conducts research to improve agricultural productivity, sustainability, and food quality.","Soil Science, Crop Management, Research, Biology, Genetics, Data Analysis","B.Sc Agriculture, M.Sc Agriculture",0.00,0.00,Agriculture,,
543,Commercial Pilot,Flies aircraft for airlines to transport passengers and cargo. Creates flight plans and ensures safety.,"Flying Skills, Navigation, Physics, Decision Making, situational awareness, Communication","10+2 (PCM), CPL (Commercial Pilot License), Flying Hours",0.00,0.00,Aviation,,
544,Social Worker,"Helps people solve and cope with problems in their everyday lives. Diagnoses and treats clinical, mental, behavioral, and emotional issues.","Empathy, Communication, Case Management, Advocacy, Problem Solving, Knowledge of Govt Schemes",BSW / MSW (Master of Social Work),0.00,0.00,Social Services,,
545,Biotechnologist,"Uses living systems and organisms to develop or make products. Works in pharma, agriculture, or food processing.","Genetics, Molecular Biology, Lab Techniques, Research, Data Analysis, Bio-processing","B.Tech/B.Sc Biotechnology, M.Sc",0.00,0.00,Science & Research,,
546,Event Manager,"Plans and organizes events such as weddings, conferences, and parties. Coordinates with vendors and manages budgets.","Planning, Coordination, Budget Management, Communication, Creativity, Problem Solving","Diploma/Degree in Event Management, MBA",0.00,0.00,Management,,
547,Company Secretary (CS),Senior position in a private sector company or public sector organisation. Responsible for the efficient administration of a company.,"Corporate Law, Governance, Compliance, Communication, Management, Secretarial Standards","ICSI (CS Foundation, Executive, Professional)",0.00,0.00,Commerce & Law,,
548,Interior Desginer,"Makes indoor spaces functional, safe, and beautiful by determining space requirements and selecting decorative items.","Space Planning, Color Theory, CAD, Creativity, Communication, Material Knowledge",B.Des (Interior) / Diploma,0.00,0.00,Design & Creative,,
549,Cyber Security Analyst,Protects an organization's computer networks and systems. Monitors for security breaches and investigates violations.,"Network Security, Ethical Hacking, Python, Linux, Cryptography, Risk Assessment","B.Tech (CS/IT), Certifications (CEH, CISSP)",0.00,0.00,Technology (Non-AI),,
550,Bank Probationary Officer (PO),"Entry-level managerial position in public sector banks. Handles general banking, administration, and customer service.","Banking Knowledge, Numerical Ability, Reasoning, Communication, Customer Service","Graduation (Any), IBPS PO / SBI PO Exam",0.00,0.00,Banking & Finance,,
551,Merchant Navy Officer,Operates and maintains commercial vessels (ships) transportation cargo globally.,"Navigation, Seamanship, Marine Engineering, Discipline, Physical Fitness",B.Sc Nautical Science / B.Tech Marine Engineering,0.00,0.00,transportation,,
552,PharmD / Pharmacist,Dispenses medications to patients and offers expertise in the safe use of prescriptions.,"Pharmacology, Drug Interaction, Patient Counseling, Chemistry, Attention to Detail",B.Pharm / Pharm.D,0.00,0.00,Medical & Healthcare,,
553,Human Resource (HR) Manager,"Plans, directs, and coordinates the administrative functions of an organization. Recruits and manages talent.","Recruitment, Employee Relations, Labor Laws, Communication, Negotiation, Management",MBA (HR),0.00,0.00,Management,,
554,Indian Police Service (IPS),"Basic duties include law enforcement, maintenance of public order, and crime investigation.","Physical Fitness, Law Enforcement, Leadership, Investigation, Courage, Decision Making","Bachelor's Degree, UPSC CSE",0.00,0.00,Government & Police,,
555,Nutritionist / Dietitian,Experts in the use of food and nutrition to promote health and manage disease. Advises patients on what to eat.,"Nutritional Science, Biology, Communication, Meal Planning, Empathy",B.Sc/M.Sc Nutrition & Dietetics,0.00,0.00,Medical & Healthcare,,
556,Surgeon,Perform surgical procedures to treat injuries and diseases.,"Surgery, Anatomy, Precision, Patient Safety, Medical Terminology, Critical Thinking",Doctor of Medicine (MD) + Residency,409665.00,3.00,Healthcare,,
557,Nurse Practitioner,"Serve as primary and specialty care providers, delivering advanced nursing services to patients and their families.","Nursing, Patient Care, Vital Signs, Biology, Compassion, Communication",Master of Science in Nursing (MSN),111680.00,45.00,Medical,,
558,General Practitioner (Doctor),Diagnose and treat common health problems. Provide medical care to patients.,"Medicine, Patient Care, Diagnostics, Anatomy, Physiology, Clinical Research, Communication",MBBS / MD,150000.00,0.04,Healthcare,,
559,Registered Nurse,"Provide patient care, administer medication, and assist doctors.","Nursing, Patient Care, First Aid, Pharmacology, Empathy, Health Monitoring",B.Sc Nursing,75000.00,0.06,Healthcare,,
560,Accountant,Prepare and examine financial records. Ensure accuracy and compliance.,"Accounting, Financial Analysis, Tax, Auditing, Excel, Budgeting, QuickBooks",B.Com / CA / CPA,70000.00,0.04,Finance,,
561,Civil Engineer,"Design and supervise construction projects like roads, buildings, and bridges.","Civil Engineering, AutoCAD, Structural Analysis, Project Management, Surveying, Concrete Technology",B.Tech Civil,82000.00,0.03,Engineering,,
562,Sales Manager,Lead sales teams and develop sales strategies to hit targets.,"Sales Strategy, Negotiation, CRM, Leadership, Communication, Market Analysis",MBA / BBA,90000.00,0.05,Sales,,
563, Edison Office Administrator,Not Specified...,"Note: The technical skills are related to experience, while the soft skills are a mix of education and experience.",Not Specified,140100.00,0.05,Not Specified,,
564, Data Architecture Manager,Not Specified...,"Data modeling, Data Vault, Dimensional (Star Schema), OLTP, Hierarchical data modeling, Enterprise modeling standards, Data Governance, Data integration (ETL), Data Architecture standards, Data Governance procedures, Hadoop, Big Data, NoSQL, Data Virtualization, Data Services","High School Diploma required, Bachelor’s Degree preferred, Master’s Degree preferred",140100.00,0.05,Not Specified,,
565, Data Engineer,Not Specified...,"Python, SQL, API, Tableau, SAP Business Objects (BOBJ), SAP HANA, Hadoop / HAWQ, SAP Smart Data Integration (SDI) / SAP Landscape Transformation (SLT), Informatica","Education-Related Skills:, Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, or relevant field.",140100.00,0.05,Not Specified,,
566, Cloud Solution Architect (Bilingual in Mandarin a plus),Not Specified...,"AWS solution design, Provision, Migration, Deployment, Operation, Java, C, ASP.Net, Net Core, HTML 5, CSS, Azure Cloud, Angular, RabbitMQ, MongoDB, MS SQL server, Project Management",Bachelor degree or higher on computer science or management information system,140100.00,0.05,Not Specified,,
567, Ultimate Hoops League Coordinator,Not Specified...,"Management of sports leagues, Game statistics recording, Online management, Event coordination and scheduling, Promotion of sports programs, Payroll tracking","Education-related Skills:, High School diploma or GED",140100.00,0.05,Not Specified,,
